57	88	56	87	20	81
35	6	31	93	38	48
45	49	41	41	40	93
44	14	33	9	32	32
81	41	34	42	64	41
86	69	37	67	65	95
62	50	7	89	54	80
93	93	84	28	19	29
84	35	46	35	38	65
11	57	85	58	68	95
16	81	28	92	33	27
79	31	86	79	97	63
100	17	83	28	61	8
57	10	56	38	21	36
83	90	60	96	67	81
7	28	77	33	82	51
20	57	91	71	81	3
12	9	37	29	67	54
49	19	76	34	67	69
57	62	56	91	82	2
81	41	86	7	59	56
68	62	38	73	30	3
37	54	80	91	65	72
83	83	21	71	91	13
16	8	49	84	100	90
70	41	67	21	46	90
43	93	82	32	43	21
19	60	72	71	15	5
34	49	53	73	32	22
92	80	96	93	5	5
62	36	58	90	65	67
51	44	15	25	81	3
66	56	42	38	46	85
56	26	61	26	37	33
79	99	82	3	76	50
65	93	81	36	89	64
25	63	10	24	24	27
46	73	52	67	100	17
50	7	9	24	95	8
77	13	66	31	33	31
7	100	80	43	80	11
75	85	54	12	69	95
38	48	77	49	21	70
39	51	71	60	47	74
52	29	56	41	38	17
60	75	39	15	6	83
7	37	16	27	56	74
36	4	44	99	41	85
66	87	13	51	21	11
10	22	54	78	51	51
2	75	10	55	94	94
14	45	41	75	47	96
57	59	68	44	42	11
17	12	82	15	69	43
92	67	89	68	74	60
68	4	20	31	1	72
36	73	43	74	72	18
29	90	2	15	30	73
86	50	85	99	76	74
74	56	26	42	37	69
21	17	64	34	11	28
99	21	15	41	8	80
69	100	71	55	70	89
82	84	57	80	32	94
50	35	44	58	14	17
40	79	2	100	5	42
77	65	49	90	81	17
72	80	65	96	42	5
91	6	67	75	96	8
44	50	97	24	69	60
9	17	65	66	80	20
24	53	98	74	19	88
6	28	48	12	81	42
23	48	7	64	22	35
55	78	43	7	67	83
35	45	72	73	53	27
4	100	84	31	8	48
30	81	36	97	60	56
66	13	19	32	62	60
59	55	51	16	72	39
100	27	96	53	14	68
70	8	53	23	71	72
4	98	98	31	73	77
78	77	16	44	71	48
33	29	7	64	64	77
4	41	80	4	8	94
47	13	19	68	60	93
71	95	52	20	22	51
1	52	56	36	70	26
2	74	73	88	56	82
79	42	42	100	45	41
11	81	57	51	45	67
4	64	33	98	42	81
63	96	12	18	65	94
52	83	51	61	27	67
51	45	17	91	59	5
84	49	83	15	77	92
98	68	96	40	21	34
10	32	30	68	95	95
3	75	12	93	25	97
76	18	53	15	75	23
25	6	1	96	24	15
48	19	67	78	2	18
2	67	81	74	29	24
42	1	98	17	40	78
32	81	9	1	8	65
88	51	54	73	56	69
48	16	40	62	78	64
10	38	19	29	2	19
60	56	11	91	46	39
39	89	46	50	96	85
40	23	82	69	15	61
57	97	19	80	27	49
98	23	83	55	64	95
76	50	17	17	24	89
84	71	32	58	92	95
95	42	2	70	54	83
95	29	33	7	62	8
15	66	86	77	86	22
44	49	98	88	87	34
23	30	52	8	62	71
32	5	71	88	18	88
45	68	24	51	85	54
40	9	6	60	92	14
47	11	84	64	74	34
54	81	37	23	50	23
5	90	94	45	96	1
76	68	63	10	45	26
60	40	28	22	15	59
17	86	23	41	22	43
70	30	19	7	81	12
88	41	84	86	2	63
19	55	87	79	41	26
57	80	79	86	71	55
97	34	88	6	54	39
20	30	43	32	48	19
18	55	95	1	71	26
17	70	29	29	10	100
85	10	39	41	47	31
32	73	58	42	5	16
97	86	2	6	14	1
60	42	41	4	87	64
10	72	79	7	58	2
79	85	62	99	21	73
6	92	48	100	37	53
2	83	13	38	7	89
3	59	29	62	17	95
85	76	82	85	22	85
93	59	60	79	81	38
84	61	6	64	32	87
13	39	91	23	90	35
93	18	16	86	8	62
21	83	94	96	30	45
59	67	12	66	12	41
94	92	10	84	30	40
95	17	65	82	18	25
63	58	16	97	17	49
76	66	98	66	69	24
75	57	37	74	90	37
14	95	7	55	94	2
61	26	60	92	57	36
80	91	56	51	45	90
99	60	3	40	49	85
25	14	49	57	35	38
89	83	21	39	16	87
42	7	21	46	22	17
28	57	72	31	87	8
20	78	93	31	9	82
4	46	5	56	85	23
74	94	65	48	19	91
23	59	56	94	25	22
31	42	13	5	90	58
69	38	43	32	37	59
28	15	49	34	80	86
58	91	48	17	62	53
10	100	85	86	84	23
45	71	14	6	88	48
66	68	57	85	55	60
94	76	86	15	23	95
94	74	98	46	54	84
57	5	41	20	60	15
3	85	54	88	31	99
85	9	9	22	60	89
85	1	62	82	46	56
79	28	96	74	33	38
75	77	1	2	99	28
90	42	18	30	24	37
72	9	36	24	68	17
53	64	5	19	34	66
6	95	75	4	6	20
47	60	27	81	23	23
51	18	91	68	12	30
12	8	73	30	56	64
44	92	13	35	14	20
35	24	31	48	65	70
27	63	51	83	65	53
8	72	61	21	65	75
43	23	64	40	67	39
73	75	59	31	27	91
78	53	95	38	26	68
92	55	43	36	25	72
66	75	2	54	69	100
63	20	9	63	88	89
45	86	62	73	33	27
100	42	37	88	13	36
4	42	8	89	49	30
8	47	86	34	54	51
89	67	26	93	39	64
48	99	3	40	27	38
73	40	13	67	17	61
48	14	24	8	5	74
71	55	46	90	5	57
92	17	79	10	57	34
90	58	78	44	53	47
11	61	11	60	21	51
67	60	75	40	89	58
77	5	48	54	80	18
44	39	65	65	12	73
88	22	11	66	23	93
29	90	58	13	29	88
29	15	76	63	49	90
68	49	8	84	97	89
21	83	34	24	41	80
83	7	99	79	96	48
30	4	55	22	86	7
47	5	87	46	79	89
24	68	8	65	39	66
97	12	24	47	63	7
42	47	42	48	90	67
84	25	63	74	41	41
64	40	85	67	11	64
62	81	56	45	100	24
44	42	79	52	95	4
36	33	64	65	65	45
44	86	99	78	79	3
34	59	1	10	56	42
17	10	23	75	75	94
20	38	95	9	44	60
74	12	56	81	74	10
78	79	98	94	51	33
3	63	10	39	61	64
45	17	99	18	37	61
24	25	9	67	39	37
24	99	79	30	72	22
9	32	32	68	45	92
84	49	87	66	14	94
69	6	17	82	14	21
76	62	39	8	56	37
37	52	8	24	42	37
55	78	42	45	11	84
80	90	77	28	31	55
87	78	38	17	91	68
79	42	70	63	88	89
70	55	16	26	95	9
64	23	86	67	51	93
16	56	50	57	92	97
32	40	94	24	61	61
90	63	24	84	88	86
21	94	66	50	85	49
97	20	46	70	37	19
23	45	75	22	95	51
30	69	84	92	56	4
87	27	23	39	22	1
90	88	63	31	46	77
83	32	92	7	41	29
69	61	80	69	18	83
22	84	69	21	37	44
45	54	11	73	20	88
18	84	44	89	82	78
30	25	98	55	50	22
97	52	51	51	88	53
89	57	33	73	29	73
91	55	58	38	5	46
45	96	33	7	88	17
54	83	17	78	51	55
10	80	98	59	39	11
53	23	45	79	64	96
74	43	28	7	5	46
25	14	80	71	3	80
87	63	26	9	34	79
79	40	44	46	40	5
36	28	49	82	45	33
23	79	12	61	51	18
32	95	70	98	27	3
43	64	29	2	40	38
87	6	84	49	60	42
47	34	7	44	22	90
73	14	74	11	19	18
22	55	45	10	93	29
50	56	78	16	52	70
55	13	3	73	81	91
9	73	79	88	59	8
86	46	37	91	98	50
49	54	19	84	100	62
80	39	8	18	85	36
29	62	49	25	55	94
64	52	98	37	3	66
12	52	71	2	97	5
47	42	4	81	70	39
11	4	11	71	20	71
97	12	78	61	44	48
75	54	61	7	84	26
98	94	17	78	72	19
35	82	9	43	39	42
23	38	21	95	74	88
100	53	27	79	72	2
16	40	89	53	55	80
34	31	67	82	38	46
22	56	23	44	33	98
72	53	20	8	84	22
18	59	82	91	5	66
95	14	59	93	20	15
12	38	67	50	49	44
65	68	29	70	58	45
3	12	70	49	33	4
8	63	95	99	13	86
55	69	38	47	51	19
49	36	37	78	88	59
88	56	12	87	50	62
18	32	74	21	41	79
22	40	78	44	3	37
56	41	52	41	17	79
58	47	12	94	76	96
100	1	27	72	28	18
49	12	85	30	62	58
54	16	99	1	24	24
65	93	39	82	72	92
59	20	75	56	71	59
77	32	32	52	73	8
45	49	48	78	11	81
96	86	70	50	33	36
80	22	88	80	81	65
83	38	30	22	36	84
18	90	96	61	22	66
61	23	34	58	75	57
92	56	76	66	67	54
24	78	27	26	48	50
96	26	46	31	42	77
62	68	19	36	53	70
92	81	43	27	97	58
21	46	94	28	85	73
61	73	55	77	30	12
4	32	58	36	41	60
22	48	77	93	30	10
48	60	89	11	65	8
71	84	74	73	10	15
86	99	54	25	72	53
93	94	16	79	91	49
42	94	7	76	74	83
87	100	91	77	20	47
94	81	66	47	33	7
33	17	20	76	71	53
4	81	49	7	37	2
43	75	69	10	30	58
89	15	27	57	100	99
50	2	87	8	90	83
41	77	85	2	6	51
22	50	30	44	5	38
80	83	29	11	54	43
35	30	96	50	36	13
14	14	40	69	89	96
49	12	39	6	17	2
82	11	6	83	93	33
95	78	77	5	11	76
93	61	77	27	99	91
53	73	67	28	94	44
21	16	48	19	13	61
79	22	40	81	55	49
26	73	27	68	91	68
43	50	37	66	98	63
44	40	33	2	4	60
29	12	22	44	51	22
55	80	94	98	75	40
18	33	49	15	44	55
77	17	87	36	44	98
45	62	32	17	36	72
30	28	64	8	40	80
73	78	4	34	50	42
12	79	29	46	66	3
52	88	30	22	83	98
18	96	81	6	41	81
76	59	82	51	86	30
72	48	60	18	11	24
13	97	40	66	67	88
2	17	62	50	44	93
52	93	26	81	80	2
61	53	24	92	100	65
14	5	52	20	94	51
52	22	19	64	59	25
72	14	81	42	10	18
66	55	75	93	29	1
73	15	64	27	57	2
47	45	8	6	43	24
81	62	31	15	84	46
91	41	60	30	32	84
63	78	2	4	42	34
35	31	84	100	67	67
77	89	98	7	16	25
58	30	37	66	87	84
78	67	31	6	97	64
4	33	36	81	3	43
68	74	90	18	55	96
2	46	46	87	45	99
46	81	50	89	13	22
36	4	37	92	56	61
2	21	14	60	4	87
68	8	76	46	87	50
95	29	97	93	86	94
5	51	34	34	87	97
44	7	74	42	70	94
40	70	43	16	95	44
58	75	15	28	93	83
87	61	81	87	52	38
77	22	17	2	75	6
70	73	47	3	13	81
63	19	78	25	52	23
88	93	13	2	35	45
83	95	68	53	52	14
18	98	34	49	17	81
33	85	62	20	34	12
39	96	73	38	24	10
57	72	17	84	6	100
8	67	41	55	89	72
47	37	81	54	34	44
59	22	78	27	89	86
96	43	42	90	73	80
27	30	43	53	19	46
7	64	53	29	58	91
91	11	58	55	19	90
78	94	47	73	78	26
41	81	94	31	58	46
30	43	5	24	31	86
89	37	59	88	61	20
9	58	75	67	55	75
82	94	10	95	45	80
18	25	76	79	84	60
31	12	47	72	28	52
59	39	19	98	52	1
4	79	86	40	88	48
57	15	23	51	30	9
32	47	64	36	65	51
50	18	19	66	27	85
53	1	91	35	58	74
62	79	20	24	57	91
83	11	24	46	80	32
86	77	11	24	82	68
23	85	46	66	59	35
52	66	35	73	32	10
72	68	43	75	55	95
59	28	3	54	10	55
70	77	67	97	71	53
71	14	94	29	87	20
80	7	73	96	24	75
12	25	95	88	75	61
62	70	17	64	5	39
59	85	75	23	80	65
33	19	53	80	84	53
66	60	24	86	34	75
1	29	5	94	18	36
92	35	75	55	78	46
73	54	85	63	15	81
88	3	68	80	13	21
99	73	42	56	36	16
74	20	60	78	64	32
19	98	31	84	83	52
52	68	83	86	6	42
86	46	73	72	1	52
47	70	100	24	13	85
73	4	57	64	71	56
94	63	8	6	66	44
90	57	69	82	20	28
21	75	81	49	59	76
43	45	13	94	66	46
84	78	43	60	86	93
28	32	28	98	56	63
5	73	89	13	71	77
70	52	57	33	8	35
48	29	87	72	52	63
15	47	24	64	55	51
34	13	88	31	66	57
66	24	25	55	17	79
96	20	89	27	88	57
55	87	85	81	81	26
18	83	86	58	56	59
11	60	51	59	86	53
5	87	44	79	4	27
58	80	36	70	64	86
68	58	91	69	31	84
35	72	92	67	22	6
17	39	39	20	24	63
34	2	80	67	66	64
57	67	54	56	9	15
2	86	1	87	10	10
26	92	8	36	79	38
87	100	9	91	33	29
61	20	81	56	28	18
100	40	34	8	45	31
27	29	82	32	10	24
86	25	22	9	56	100
57	90	56	43	18	14
36	4	13	27	75	86
74	100	21	72	54	49
90	13	85	47	54	68
51	38	57	37	67	80
58	14	11	11	62	17
63	27	34	67	74	80
43	76	31	53	47	6
11	100	96	77	49	100
100	90	53	100	17	67
86	58	21	57	36	2
100	36	95	74	17	55
24	19	49	72	17	55
78	98	7	68	78	46
3	81	22	17	26	67
72	4	35	84	31	3
16	59	70	26	5	84
50	79	90	54	55	99
51	84	53	2	28	99
68	66	2	28	28	28
81	94	96	50	84	2
91	58	59	39	14	40
24	1	64	85	71	66
11	97	22	27	35	58
16	31	70	47	88	17
88	44	53	44	30	14
49	27	24	99	34	98
13	14	9	76	9	9
14	94	29	13	16	58
46	43	19	78	51	58
33	23	67	47	16	31
6	35	91	92	66	84
56	40	54	77	34	42
19	14	14	18	64	24
86	19	1	82	95	25
90	27	49	43	37	31
14	9	37	69	94	85
70	28	17	65	49	79
98	48	40	20	67	33
23	74	100	59	88	72
52	89	31	55	99	4
60	94	86	10	75	33
93	68	12	13	68	23
49	100	65	93	54	44
1	49	22	95	91	13
71	100	72	11	11	3
18	28	11	40	43	31
47	67	34	78	86	77
29	17	24	88	6	85
90	9	4	15	14	33
11	28	58	32	46	5
63	20	4	88	60	75
51	16	52	57	15	47
41	27	44	2	92	33
35	72	90	18	36	92
83	96	8	54	87	69
47	2	96	82	27	10
95	26	68	93	100	85
68	98	38	51	33	5
14	94	38	6	95	91
28	26	33	18	66	98
53	55	83	75	22	65
97	71	68	49	39	90
56	2	50	4	24	85
50	32	37	62	27	3
85	66	13	10	94	16
28	55	44	3	27	24
31	79	82	16	80	60
19	88	20	26	7	47
78	72	26	80	22	15
96	55	48	73	96	43
44	74	69	23	66	59
97	22	100	8	81	16
93	81	60	85	47	76
67	46	63	98	29	48
15	76	21	94	74	8
58	68	56	40	55	57
18	95	23	57	4	84
10	41	23	33	6	35
4	63	87	26	4	35
9	63	3	49	69	33
59	83	98	45	68	15
57	32	38	100	56	99
18	2	26	17	93	71
92	49	95	36	17	29
76	12	11	88	60	6
76	80	63	50	37	13
100	43	71	45	26	85
6	77	4	21	24	76
56	83	89	17	98	29
27	5	12	37	46	62
4	70	99	90	63	76
14	5	24	7	9	99
68	44	40	99	95	36
95	12	61	84	80	19
94	41	99	3	100	6
59	97	14	27	17	74
36	82	99	10	22	20
67	6	82	45	94	56
57	24	50	43	76	48
62	20	4	30	84	18
58	90	82	97	67	64
74	14	32	83	94	43
52	81	56	34	30	82
62	25	68	25	74	48
46	71	87	26	96	87
11	82	16	6	61	87
96	68	39	31	80	56
44	31	65	53	70	14
52	84	12	68	92	91
9	13	92	14	3	16
29	18	23	85	95	60
14	17	57	33	60	26
72	65	82	31	80	36
18	78	19	72	40	96
4	94	84	63	22	58
9	12	30	62	31	13
91	69	75	47	41	55
89	36	29	4	55	30
43	42	98	78	8	28
60	76	26	75	94	76
4	37	66	55	89	53
36	25	32	10	52	37
100	97	10	81	40	72
64	17	27	86	100	89
92	6	75	95	65	11
57	99	94	21	93	58
5	70	2	74	96	61
22	82	81	81	19	36
11	9	51	40	42	99
49	53	100	27	28	84
36	82	43	44	72	3
35	68	5	83	29	54
55	78	73	80	81	8
72	95	69	46	78	76
85	88	41	23	53	3
79	6	18	96	25	4
84	64	5	43	38	71
33	27	70	34	11	66
25	95	21	96	99	10
39	84	61	76	17	26
52	52	77	21	82	69
31	30	50	39	81	68
7	34	62	7	44	75
5	42	87	89	48	36
97	86	42	9	70	22
37	47	54	42	86	39
11	43	1	49	27	9
16	55	90	41	11	93
90	1	19	85	31	2
64	88	56	39	21	24
77	86	48	27	90	82
62	87	94	94	39	28
92	4	12	85	41	53
73	35	37	95	98	3
24	60	91	1	29	64
8	73	41	72	61	99
84	88	5	3	39	46
27	61	65	24	59	11
45	74	76	13	13	43
82	57	95	21	78	83
84	87	33	47	14	84
62	39	3	52	96	3
87	7	47	76	27	74
31	56	83	42	72	33
45	48	16	67	93	94
89	51	44	52	29	61
22	24	47	1	37	69
39	11	11	39	90	73
81	47	13	55	50	5
57	89	86	15	71	81
94	61	72	23	94	6
57	73	49	96	77	41
60	86	95	63	17	61
88	17	80	98	43	35
17	96	99	46	74	23
88	1	44	47	37	81
42	56	61	62	66	38
72	26	83	8	96	14
65	56	96	83	60	70
72	43	82	22	56	11
83	83	45	93	48	80
86	48	98	29	30	40
35	21	6	68	33	32
2	47	54	61	8	4
16	81	5	83	15	46
42	51	3	28	32	73
45	56	51	79	74	20
28	10	21	57	1	25
58	7	34	27	23	91
47	81	6	52	40	7
99	47	84	87	40	34
61	35	57	47	26	92
9	22	9	8	1	76
1	15	44	18	51	51
98	40	26	98	26	60
83	32	60	73	70	93
38	49	85	70	59	71
68	53	57	98	45	8
65	65	78	13	28	11
23	27	22	50	46	38
47	55	71	64	9	61
71	51	34	78	45	9
3	58	19	20	66	50
19	1	22	39	83	79
9	98	45	15	70	80
83	98	56	16	55	97
32	10	55	90	61	84
33	11	40	19	34	45
83	12	27	28	32	41
30	50	46	83	63	100
33	39	65	9	18	95
8	47	93	7	6	72
63	10	69	12	32	18
69	83	85	60	90	1
62	56	33	80	51	49
3	6	70	67	30	81
50	30	47	45	32	15
68	31	98	47	12	46
25	39	87	17	79	29
13	12	34	89	98	69
33	11	25	95	66	44
41	27	2	54	26	68
73	16	57	17	22	97
64	60	54	41	27	22
42	30	46	20	56	83
66	97	38	63	2	87
99	29	69	14	8	13
63	50	62	74	14	93
83	63	84	54	39	63
42	79	33	43	33	96
50	3	12	19	76	64
6	44	72	6	83	91
61	9	70	41	8	20
50	53	22	15	83	9
87	25	28	38	36	37
38	66	86	90	38	62
24	83	58	89	6	5
95	99	93	38	23	13
38	34	93	15	20	10
83	21	88	34	37	68
11	60	46	44	15	48
76	83	45	48	88	2
16	88	52	82	43	46
77	27	64	80	20	18
45	34	35	86	91	73
80	8	90	11	5	62
84	77	19	89	35	43
91	81	41	31	39	53
27	85	39	61	96	97
93	70	87	35	68	45
91	67	53	69	29	90
92	84	89	12	71	6
1	35	76	59	66	87
2	86	86	48	46	95
6	56	6	2	73	68
94	79	27	22	2	71
24	5	78	46	62	46
28	94	88	68	93	8
16	13	23	15	10	74
24	28	62	82	11	75
80	2	64	69	53	99
13	51	13	98	20	71
84	42	6	55	59	45
51	64	62	39	99	98
90	7	67	88	19	67
32	80	7	49	56	48
43	16	97	79	95	93
68	67	30	49	5	5
82	22	78	71	61	52
3	34	29	24	98	83
54	24	87	10	77	48
99	45	93	95	54	49
42	93	77	98	66	39
17	9	33	58	3	59
40	54	75	28	9	56
72	39	52	6	2	33
100	98	98	98	41	30
64	73	90	28	72	99
35	7	84	69	13	26
60	51	58	2	15	65
87	91	26	73	20	8
100	38	47	98	72	94
29	15	78	4	24	91
76	56	91	80	84	81
68	59	16	1	56	52
100	67	52	87	36	36
64	70	7	9	95	18
7	92	26	36	95	79
99	76	81	18	54	85
58	86	98	27	57	18
16	58	56	48	24	65
52	78	93	5	15	34
83	51	15	26	61	62
67	46	90	84	97	17
5	2	96	68	71	22
2	53	19	12	17	68
84	95	23	38	37	37
15	6	60	98	85	81
78	71	2	2	89	25
98	13	81	74	5	8
87	13	52	19	79	41
49	75	68	35	78	99
44	25	44	2	69	49
68	73	73	56	84	60
1	3	4	79	34	39
64	80	43	73	48	24
71	62	17	99	27	75
69	68	70	44	46	29
31	41	72	41	38	82
39	84	99	38	98	16
58	42	18	2	21	28
69	91	85	58	22	12
94	92	48	97	70	78
22	60	47	69	34	8
3	4	69	46	59	66
72	94	50	93	71	58
83	49	74	67	54	29
87	78	66	6	73	35
100	79	46	11	77	19
50	27	78	93	86	76
96	95	59	3	88	99
16	81	32	64	41	70
57	86	1	43	35	82
66	21	91	88	60	32
49	98	42	71	82	96
17	71	99	18	6	44
20	22	89	29	45	37
8	61	38	42	10	81
24	89	33	11	94	18
16	53	100	35	74	27
33	78	72	42	49	80
43	44	17	76	53	66
57	45	8	35	83	63
68	89	42	93	87	94
1	17	26	64	1	75
42	32	6	29	60	95
82	35	75	16	52	85
46	98	57	33	35	38
87	28	41	1	47	7
77	69	82	26	100	36
15	67	43	60	100	5
34	25	74	70	33	68
56	8	13	5	78	67
85	18	13	31	52	23
86	43	72	57	91	54
56	39	79	31	77	84
24	78	62	10	38	78
83	81	17	6	78	96
92	31	30	89	12	8
81	54	27	69	54	48
5	35	86	61	54	63
67	62	22	1	71	11
33	19	89	10	52	73
93	34	86	73	76	48
35	27	73	60	94	22
1	80	48	5	38	67
74	5	9	77	17	48
41	61	41	16	64	65
61	63	45	6	35	41
11	21	93	99	73	46
38	23	9	70	29	33
75	59	11	32	84	54
26	59	53	87	32	72
8	97	55	72	25	77
19	77	93	66	41	98
1	13	35	42	92	18
51	40	97	60	53	63
41	20	81	98	87	15
22	10	3	45	19	54
66	84	80	44	44	65
14	53	24	72	36	25
18	96	45	18	74	93
35	91	80	65	31	76
61	4	21	56	46	52
84	85	35	99	90	12
27	61	99	80	2	46
