63	93	67	70	88
58	31	39	83	69
80	16	69	97	27
30	42	56	82	41
74	86	84	93	85
78	21	76	26	69
95	70	38	87	80
17	62	65	77	32
46	24	24	93	69
40	96	86	91	21
89	60	41	33	84
14	51	91	52	53
69	12	48	36	53
30	23	17	43	75
14	19	50	27	48
54	28	65	51	11
92	80	46	72	22
76	22	79	47	53
87	42	77	14	98
28	24	78	43	82
85	99	30	57	36
52	37	48	75	48
27	83	58	92	19
15	83	15	51	27
37	39	29	14	29
19	59	53	84	98
31	94	33	89	86
79	88	40	37	90
39	80	64	66	41
62	83	32	87	64
98	92	34	18	98
90	33	80	43	81
51	60	21	37	92
14	39	50	40	52
41	88	38	63	34
31	88	30	97	41
39	74	91	40	28
32	68	42	75	82
17	64	29	21	44
56	91	49	93	89
17	17	39	76	82
11	47	47	30	62
42	44	30	99	32
77	74	68	31	32
82	95	72	82	82
57	78	76	14	15
77	41	64	10	53
57	86	28	82	67
26	26	64	15	36
11	57	28	53	66
92	83	40	43	29
32	24	12	90	96
77	30	96	46	41
26	84	80	37	12
30	81	17	48	52
92	28	37	26	49
49	82	69	97	27
29	84	26	40	10
36	34	53	49	37
50	33	30	69	69
78	35	69	26	29
61	58	77	92	17
83	68	71	60	82
68	60	76	30	43
55	61	66	65	25
54	95	82	49	80
40	26	77	98	55
32	27	18	17	74
38	53	21	72	73
64	27	95	94	82
40	53	14	44	45
72	41	44	37	33
56	69	47	23	24
56	23	44	19	79
72	84	28	97	11
29	41	99	73	31
66	54	85	28	70
72	68	26	15	23
25	27	32	33	75
31	12	20	30	88
83	40	59	25	86
33	30	24	95	29
17	10	73	92	80
26	60	88	14	88
92	18	67	44	34
55	10	29	67	12
91	25	85	94	65
72	44	43	79	90
52	14	67	78	96
84	80	77	68	15
87	27	49	71	71
58	92	96	76	30
97	82	38	46	39
92	31	78	46	37
74	83	36	76	28
17	97	73	32	60
48	10	12	76	69
32	60	42	71	50
42	58	41	16	12
73	51	33	29	21
44	55	39	82	27
95	66	30	55	57
15	16	61	53	27
81	13	23	97	45
55	29	52	76	70
34	45	63	88	22
80	84	96	49	52
60	37	23	11	43
25	37	77	75	33
23	29	11	56	96
19	50	62	34	55
44	15	14	57	55
79	95	20	67	81
91	22	66	13	13
66	95	45	87	52
31	92	37	79	19
37	83	85	33	76
32	28	73	82	96
21	54	35	89	42
98	16	83	23	89
57	86	66	52	45
74	53	88	31	93
17	71	96	18	37
26	52	68	11	72
45	52	40	18	54
10	11	35	55	76
98	87	89	40	59
72	81	85	22	58
42	55	34	44	67
93	75	76	10	63
60	38	51	51	50
56	48	44	22	90
88	67	94	84	70
15	48	61	22	58
84	55	17	94	12
59	45	12	47	17
21	81	49	69	72
77	95	35	67	88
96	69	54	20	11
92	68	29	97	88
80	22	96	81	90
54	56	62	47	72
16	31	74	72	69
41	90	80	13	57
57	67	59	25	36
35	96	41	13	92
45	94	67	43	19
56	52	74	67	85
15	51	75	91	54
98	87	48	21	96
63	63	58	57	79
74	55	95	52	26
79	99	24	10	62
25	81	35	48	69
52	63	78	18	65
45	94	32	72	89
37	87	22	32	11
49	50	26	77	74
98	45	20	55	35
69	25	99	97	73
53	45	98	11	96
67	24	51	25	33
79	93	69	19	21
48	48	53	12	94
33	19	13	49	19
41	50	60	37	38
83	36	95	80	41
83	77	38	62	23
79	59	62	19	50
12	62	90	31	95
34	40	75	53	69
13	26	67	96	41
78	45	46	66	88
95	81	29	78	18
29	29	95	21	91
54	85	51	86	16
95	41	74	87	12
17	98	70	42	16
21	38	81	27	68
34	15	25	25	16
95	28	71	47	42
14	20	87	79	16
68	90	78	39	21
61	34	89	12	79
15	34	62	12	99
20	66	58	57	67
23	61	83	58	20
34	81	89	38	61
84	45	91	89	63
54	96	83	50	45
70	93	64	57	19
16	47	90	77	27
76	34	67	47	53
90	88	54	80	28
73	12	63	86	41
98	48	69	87	17
17	94	99	67	43
74	58	15	77	51
24	51	79	49	22
44	83	29	71	46
18	50	28	25	57
80	72	74	66	49
62	15	44	60	64
28	81	32	22	36
14	95	46	92	16
79	50	46	26	85
38	65	62	48	32
45	39	65	41	81
24	79	69	71	21
26	65	83	45	49
49	69	39	31	90
82	17	85	95	19
95	71	94	51	64
14	55	62	83	52
83	67	96	56	13
47	90	98	93	48
34	60	89	18	61
37	62	27	34	51
31	19	39	32	93
72	16	39	29	54
78	22	60	22	11
88	86	89	53	59
12	33	93	24	68
20	36	41	83	31
10	77	88	95	12
37	66	65	91	44
53	36	77	21	25
96	20	98	62	88
68	70	30	96	99
37	16	15	60	82
67	24	84	24	99
39	46	54	63	58
72	17	20	33	79
10	15	18	40	43
12	45	98	55	35
46	89	84	89	99
93	70	93	84	10
52	81	93	70	99
92	45	10	38	82
31	24	33	86	10
67	92	26	86	53
46	50	80	94	43
21	51	72	23	40
57	52	48	82	88
25	15	76	11	90
90	89	35	39	58
54	70	30	57	13
72	17	42	95	49
43	88	97	26	78
71	80	18	96	14
92	64	83	42	21
96	17	14	15	43
64	32	62	22	91
61	57	53	58	30
63	98	84	95	52
82	98	63	34	97
36	32	70	52	48
32	56	40	55	19
50	64	34	60	15
16	21	60	64	66
32	24	14	11	72
64	50	46	90	34
45	82	37	97	69
23	85	39	69	61
87	11	77	23	48
20	79	89	88	12
12	91	53	57	96
65	34	66	79	63
73	84	19	77	40
44	52	14	99	35
76	81	63	69	30
16	71	98	66	87
48	80	19	19	80
14	92	66	35	99
93	23	97	57	61
12	97	66	45	85
73	15	64	85	23
30	98	37	75	33
28	26	86	67	96
43	87	29	59	10
54	82	96	79	39
23	51	94	22	60
52	52	87	17	99
98	61	78	97	64
17	94	43	15	93
59	93	30	59	83
86	72	15	49	79
79	44	45	33	51
73	97	55	44	93
20	97	69	89	44
67	16	79	96	59
58	97	31	14	17
68	53	52	87	53
82	77	88	85	49
67	31	73	92	66
36	58	59	93	61
27	43	40	77	10
84	97	44	24	26
13	29	87	23	41
23	89	61	27	12
73	47	62	18	92
14	32	21	10	21
35	69	47	33	10
10	14	18	95	61
28	79	51	91	62
57	46	10	33	63
95	90	71	36	23
90	84	56	35	34
28	36	82	80	18
18	94	64	90	50
57	72	63	87	46
47	25	47	55	86
29	24	86	39	92
15	50	85	12	17
58	60	41	82	43
44	73	46	43	51
42	59	64	73	54
59	42	12	63	70
92	28	99	67	39
18	64	59	56	64
60	37	56	39	30
64	23	36	11	22
35	62	23	62	87
89	43	25	79	99
88	26	36	99	71
32	32	83	11	47
71	92	47	12	98
40	81	51	73	26
29	80	74	38	68
42	89	73	72	24
36	18	23	87	22
17	87	82	24	47
13	25	22	88	69
89	36	30	94	18
31	40	35	69	52
28	41	18	68	35
26	67	28	82	24
35	30	95	21	55
74	19	21	78	57
26	73	37	44	53
55	78	44	41	52
79	78	62	47	20
75	80	93	99	23
78	96	81	45	29
53	29	83	79	90
86	45	13	29	37
71	65	99	88	11
77	91	48	70	81
12	72	47	85	85
34	84	41	34	58
75	41	60	26	52
97	64	11	50	62
55	68	39	84	19
81	15	72	18	59
19	37	86	48	69
75	44	62	52	61
26	91	48	93	76
31	45	44	71	59
48	86	79	95	18
45	32	74	94	40
51	33	22	98	66
85	51	72	59	41
63	26	59	60	66
38	39	57	38	13
26	37	86	20	66
33	89	35	25	78
13	67	93	62	27
31	63	48	54	40
71	44	70	83	63
96	32	30	68	82
62	12	38	62	22
72	18	16	77	79
50	38	55	80	87
35	24	21	42	80
20	55	78	55	94
53	38	81	86	45
34	61	40	37	76
17	82	68	47	10
18	62	20	84	56
97	17	41	43	73
76	33	66	37	14
15	36	30	28	84
56	36	11	79	93
52	89	22	20	89
59	35	85	84	97
10	39	65	90	20
67	29	39	33	40
58	49	70	15	44
36	44	95	12	16
63	11	41	16	48
99	78	81	83	33
23	51	97	25	50
33	82	59	16	62
34	40	94	95	49
15	38	23	25	77
41	55	72	59	35
27	92	70	45	67
74	25	98	64	51
57	28	59	77	62
56	58	41	54	65
31	97	69	47	10
63	22	95	76	45
37	34	40	88	22
64	47	72	90	13
44	29	28	58	14
16	35	48	65	31
13	21	86	98	41
18	26	43	12	38
92	83	91	47	43
65	80	53	97	20
52	34	96	80	74
90	73	30	92	26
95	35	45	82	17
61	27	96	84	80
28	99	35	99	42
39	60	92	92	55
40	26	85	87	36
66	17	69	78	22
64	82	40	95	87
47	83	91	93	68
33	18	80	62	94
77	75	57	31	59
40	63	40	69	37
25	42	16	49	58
75	42	67	89	91
25	45	37	93	48
45	27	46	40	61
52	23	43	29	73
10	42	73	89	55
29	52	23	97	37
31	74	61	24	15
85	46	26	36	83
10	63	43	29	73
86	41	99	41	35
50	70	24	56	56
99	19	67	27	35
43	58	21	41	56
54	96	36	63	63
45	71	84	96	68
50	93	13	28	94
79	94	17	82	63
22	94	94	39	36
43	68	86	29	23
24	42	94	24	19
58	36	10	51	30
65	81	48	11	66
24	91	84	32	10
24	26	18	89	87
24	92	73	81	23
40	47	65	25	29
92	97	31	84	65
94	47	53	98	80
16	54	41	12	30
28	12	47	42	99
41	43	18	21	68
91	11	69	62	24
34	90	13	50	28
66	17	94	14	11
12	48	55	50	58
20	20	24	30	48
95	11	22	97	63
75	62	98	30	91
53	52	24	34	80
95	28	32	70	14
62	65	60	50	68
80	80	41	14	68
42	74	88	65	58
49	11	21	57	90
89	30	81	48	38
45	98	62	89	99
47	70	12	33	91
28	97	37	50	38
11	23	24	47	59
69	89	52	34	13
84	26	43	66	17
69	69	63	51	83
79	20	52	58	49
92	38	26	97	36
31	33	78	75	72
72	44	55	40	32
46	47	73	19	36
15	57	42	63	63
64	67	19	13	13
14	78	69	55	17
41	22	84	55	15
98	36	92	58	39
60	72	81	10	81
76	40	15	62	30
58	75	63	15	54
96	74	78	47	29
15	71	43	16	29
53	30	93	29	22
32	69	24	23	20
73	97	97	30	84
37	73	65	64	56
45	30	26	58	76
62	26	13	78	89
83	20	78	95	91
14	10	31	82	24
36	44	25	28	94
57	70	70	72	24
35	24	26	59	78
79	44	93	71	22
42	61	78	23	18
27	38	70	68	70
25	85	90	98	25
92	89	57	90	29
78	88	96	67	46
60	17	81	98	63
14	64	59	55	38
60	86	83	18	25
29	11	92	43	34
13	29	20	26	46
66	22	25	17	32
25	76	46	47	92
17	99	56	32	47
28	16	59	72	85
42	33	23	14	26
41	26	46	75	18
27	93	39	26	83
45	18	34	36	56
12	71	51	97	78
12	94	93	21	19
98	97	93	55	63
29	86	23	59	44
81	87	68	45	19
70	54	17	80	79
51	45	38	47	61
11	80	18	29	10
78	80	33	43	97
66	25	11	46	38
29	24	42	52	47
34	52	28	55	79
62	40	96	23	93
99	76	86	17	50
56	23	68	93	55
21	16	34	84	24
30	93	92	82	16
70	63	39	18	34
12	50	47	65	52
80	40	53	50	80
41	46	14	64	33
26	67	36	27	26
36	71	44	42	52
42	41	20	70	11
52	66	76	42	46
71	21	22	79	26
20	69	55	84	75
72	51	69	60	23
46	44	80	19	15
38	15	47	13	16
28	99	20	86	18
23	82	96	16	48
48	41	51	69	90
81	82	34	87	84
84	78	30	70	43
36	76	16	75	26
55	16	98	56	29
36	22	68	13	79
62	31	39	17	90
29	96	11	41	12
52	49	88	73	92
47	63	30	56	73
87	39	66	76	16
41	26	70	30	85
72	19	43	15	93
51	97	51	41	62
83	51	93	45	99
67	37	50	72	60
84	16	47	14	42
10	21	97	95	73
48	43	78	97	78
42	20	42	40	92
65	59	74	88	55
70	98	33	99	86
93	83	99	35	82
60	33	98	25	13
36	67	95	75	59
26	58	77	45	20
22	17	40	65	19
62	68	27	73	24
15	85	86	92	25
80	69	70	52	92
33	63	24	46	95
27	82	86	19	86
61	91	98	99	72
46	12	93	39	94
31	18	83	60	82
74	39	23	68	85
66	46	34	63	31
45	13	11	55	59
42	85	18	11	21
76	67	54	43	48
16	48	12	21	83
88	45	55	22	40
87	68	60	67	85
95	57	48	42	74
46	24	22	76	76
85	58	23	92	78
78	52	34	85	73
92	31	84	35	17
58	90	61	23	32
34	89	67	61	18
24	79	23	98	70
71	26	27	86	54
16	52	32	40	14
54	59	99	63	71
21	68	75	80	10
69	14	51	27	68
37	82	42	29	26
77	29	47	26	42
36	59	26	99	48
89	22	33	11	74
16	38	98	66	97
92	38	45	35	41
81	85	24	61	37
43	82	61	72	25
28	91	78	26	32
70	50	88	44	91
51	64	79	54	33
11	69	57	25	66
70	35	63	86	27
54	82	24	26	51
39	16	37	42	49
23	26	53	98	29
56	53	84	12	79
85	74	16	89	49
19	37	58	98	88
10	41	34	20	20
73	14	61	69	91
52	39	37	69	83
96	15	12	78	40
65	60	17	15	84
19	37	76	47	81
82	41	75	24	57
94	51	75	32	41
23	89	15	94	94
97	40	99	96	18
85	90	47	25	99
11	85	82	20	50
73	28	58	64	29
72	21	39	56	70
10	41	88	99	59
60	32	61	82	16
16	44	77	92	36
45	24	73	29	23
83	44	20	72	95
46	42	91	34	36
80	68	86	53	44
35	28	13	80	12
95	40	87	37	22
13	88	88	61	11
89	65	27	95	14
38	73	59	57	30
56	65	51	59	12
97	47	95	87	78
77	60	37	60	61
28	55	74	56	19
81	36	85	71	64
54	66	92	75	26
52	99	95	53	99
81	94	12	56	60
57	94	85	56	72
95	10	14	84	88
10	29	86	87	97
72	23	32	72	59
21	37	38	13	42
89	99	56	41	57
10	88	99	58	97
35	42	89	39	38
53	38	83	58	80
90	87	90	67	47
52	33	29	47	64
97	44	82	55	25
90	47	71	16	53
78	37	98	38	23
52	91	86	68	30
94	48	97	31	12
70	19	65	24	99
70	74	92	33	55
28	71	26	89	60
57	20	61	47	38
85	77	35	22	13
88	84	83	78	41
69	38	32	58	46
89	22	73	11	80
71	50	72	78	19
33	53	43	13	33
40	26	37	96	40
82	91	79	63	73
56	23	68	30	39
69	67	77	96	81
98	56	85	86	37
62	20	32	12	35
22	28	44	69	20
48	34	32	83	79
89	91	30	13	39
64	81	50	21	84
35	45	45	49	83
20	47	47	70	62
72	45	79	22	49
63	24	92	45	73
21	85	74	50	84
15	43	66	48	85
82	99	10	80	41
18	71	19	32	83
22	88	25	48	66
38	48	61	98	75
35	64	21	54	63
78	83	94	83	69
75	38	47	74	75
24	52	34	82	32
81	67	84	93	89
99	19	32	31	63
57	57	73	74	32
72	10	23	58	45
39	59	65	75	73
70	21	72	81	87
66	31	50	31	80
78	75	43	64	93
96	88	92	69	27
75	46	13	27	32
70	43	39	99	93
97	51	30	89	95
73	72	79	72	24
40	81	39	80	71
96	50	85	14	74
58	76	13	54	22
22	66	57	47	52
74	75	99	29	76
85	58	61	81	93
64	91	72	83	38
96	29	95	97	36
75	97	46	21	83
61	84	89	27	87
27	93	55	69	42
78	56	85	47	81
59	53	75	90	83
81	60	47	59	31
37	89	12	15	71
94	90	14	74	35
98	48	94	65	38
26	89	86	29	48
47	81	27	29	82
78	68	23	41	90
73	64	51	22	56
54	32	24	82	57
37	77	46	29	24
61	26	75	21	28
64	52	39	50	30
95	81	30	21	91
36	69	65	81	66
73	81	37	18	15
32	41	36	94	56
58	56	39	90	46
36	72	77	22	66
85	86	64	61	90
11	86	65	25	50
35	73	89	71	70
61	39	28	98	84
90	19	60	86	60
91	20	79	88	23
36	78	53	44	53
68	94	92	58	99
29	33	43	74	13
29	10	38	70	19
29	75	74	59	83
90	36	14	28	96
87	82	10	27	55
98	60	14	42	91
58	66	48	96	89
93	26	46	35	67
85	94	76	56	96
67	77	12	82	94
59	31	62	18	91
31	99	61	83	61
74	13	63	58	62
65	95	49	10	69
12	87	98	10	14
52	47	90	70	42
66	94	44	34	97
13	58	16	82	82
69	74	73	63	84
44	44	35	15	41
14	27	74	91	85
50	29	86	49	17
84	73	55	23	85
17	91	22	46	51
48	42	39	30	92
36	12	76	18	49
67	74	12	93	80
43	63	42	24	52
47	10	29	16	44
98	51	57	41	22
61	39	65	73	14
54	99	37	12	61
31	47	27	90	34
61	97	48	35	80
37	36	89	54	18
76	74	38	60	64
16	49	84	72	24
61	17	58	32	33
35	71	12	83	69
38	61	56	89	57
92	59	50	42	15
24	73	55	83	42
48	44	78	83	69
27	90	75	94	73
20	65	91	49	34
50	43	56	97	58
41	73	37	31	53
42	92	78	25	34
25	78	31	85	98
17	83	33	48	76
60	39	75	60	71
65	18	12	22	74
92	61	44	20	51
65	64	51	88	51
91	47	93	26	53
74	82	84	71	16
22	13	50	53	88
26	66	49	74	76
33	60	58	54	72
50	69	10	42	51
28	10	43	99	74
31	24	88	71	16
80	22	33	48	94
50	40	38	67	14
44	13	30	66	99
94	38	81	35	99
98	46	28	31	62
45	48	25	21	20
72	95	33	97	68
43	11	64	64	27
77	81	70	64	65
71	13	63	65	42
68	67	40	47	13
32	27	27	57	10
36	97	29	86	14
93	35	52	33	72
13	74	26	72	26
54	70	80	34	97
56	17	87	28	61
43	43	85	39	35
58	60	35	92	14
37	41	24	19	34
28	14	16	72	66
53	18	16	61	66
64	21	79	82	75
61	12	59	11	71
28	66	50	70	48
99	66	84	85	86
71	60	32	22	42
99	73	26	32	25
44	81	22	59	80
43	42	33	79	26
54	38	51	13	10
40	45	65	35	93
75	27	36	17	88
91	64	57	99	95
87	11	51	34	94
34	74	61	24	87
13	22	74	48	54
10	88	79	14	76
15	40	55	79	22
12	68	31	17	14
79	88	68	88	90
78	13	10	57	54
62	55	44	24	41
83	18	84	79	92
61	25	98	84	57
69	98	99	35	25
24	98	60	59	37
56	78	69	36	92
51	38	53	35	91
95	65	76	92	25
76	96	59	61	73
26	90	66	93	73
74	22	15	60	64
93	46	15	95	52
66	94	75	33	63
14	71	82	58	66
13	67	38	67	60
29	47	84	12	31
99	47	67	81	33
31	60	88	31	99
42	74	47	26	44
95	76	36	10	19
11	60	51	61	34
17	83	15	24	25
96	87	63	80	82
42	57	85	64	92
99	23	32	53	80
23	33	79	19	34
79	29	84	33	98
57	89	82	85	16
73	21	50	90	43
18	39	44	19	93
94	29	76	47	46
67	31	60	57	73
70	13	82	37	28
85	97	31	59	83
92	88	50	31	68
89	97	36	71	25
85	21	80	59	64
74	96	31	89	77
15	93	88	50	92
73	46	13	80	10
55	40	33	28	96
26	75	64	96	31
81	96	89	95	97
74	58	80	77	79
57	15	19	87	49
80	41	75	44	19
84	22	80	48	32
34	94	29	86	17
74	36	54	37	50
41	36	45	51	28
33	32	66	12	41
66	56	46	79	64
11	23	18	16	83
58	92	36	10	79
12	19	42	22	46
56	12	83	40	63
33	11	34	78	98
34	58	67	17	76
74	73	82	50	79
25	94	17	67	87
88	20	47	49	25
98	14	19	33	43
99	82	71	93	86
60	71	69	21	70
72	42	78	30	85
79	46	18	75	69
96	20	85	86	98
58	63	14	36	15
33	57	23	43	55
47	53	84	24	74
37	80	13	86	37
34	25	83	55	60
11	54	41	96	73
20	77	94	65	46
31	10	20	48	18
96	65	84	44	12
84	34	33	53	69
45	14	99	62	49
33	77	39	71	59
71	74	22	19	20
33	44	12	72	74
78	71	50	22	66
90	99	21	40	54
17	56	99	33	71
29	30	37	69	20
14	35	47	64	52
78	69	52	55	85
18	77	66	17	46
79	80	12	50	36
56	80	35	42	78
67	39	36	96	60
42	11	72	96	51
74	52	43	17	69
61	78	46	97	32
79	36	12	30	48
35	11	37	71	88
84	35	36	49	48
83	98	53	32	58
31	52	91	84	16
95	44	60	43	49
89	35	38	83	66
16	18	53	41	48
37	70	36	29	69
15	98	97	60	65
24	52	25	36	73
56	65	83	78	32
33	52	85	86	17
41	98	95	81	26
53	77	26	84	83
69	95	16	91	16
90	26	31	85	97
92	22	56	18	41
34	76	50	16	14
75	42	23	32	83
30	69	29	17	60
36	91	53	45	26
10	84	55	58	21
46	26	15	14	44
53	67	26	16	82
65	57	63	17	74
28	89	25	91	73
74	34	94	74	30
30	67	18	10	98
96	47	77	33	28
61	78	27	17	46
85	15	70	70	62
75	69	87	70	31
56	77	34	60	42
69	62	74	21	93
10	27	91	90	79
21	60	78	24	95
10	97	34	12	45
