90	31	37	74	83	24	94
21	14	27	25	32	78	61
72	79	77	90	14	56	59
59	91	99	78	93	56	77
34	13	58	43	22	45	59
58	92	66	27	65	60	86
94	59	88	38	38	58	43
34	22	19	37	23	95	29
88	61	22	92	43	11	55
76	45	19	50	69	27	80
15	80	23	54	22	37	91
86	57	24	75	67	61	60
91	41	34	63	16	14	23
43	66	99	51	66	46	10
93	11	73	78	67	88	47
16	95	77	37	36	97	99
82	20	17	72	28	52	80
79	100	60	63	22	48	20
77	20	56	50	97	79	11
24	14	14	48	13	50	53
76	31	60	76	83	96	25
47	89	41	63	75	93	41
93	77	89	80	45	21	40
21	43	57	22	82	20	88
29	48	90	50	15	62	60
47	54	19	29	68	39	95
64	52	36	32	42	45	76
51	28	30	91	10	95	59
78	15	80	72	71	60	71
31	95	70	19	75	34	10
25	22	57	61	17	72	55
54	74	18	30	54	18	100
65	34	42	25	13	33	22
86	28	91	66	13	30	75
54	23	71	85	51	98	84
17	28	65	80	51	64	32
17	31	85	50	32	56	40
91	45	39	60	88	74	53
17	74	24	53	59	36	57
92	22	99	39	66	15	21
28	75	99	63	38	59	34
52	31	45	100	96	87	67
37	71	19	40	16	17	41
24	48	31	53	12	84	34
48	35	31	45	74	54	39
49	50	75	95	39	42	48
60	67	53	92	52	51	26
33	76	28	45	61	85	85
19	50	78	21	45	14	40
31	79	49	23	91	77	60
43	93	34	22	89	83	47
88	48	71	10	73	57	71
71	68	68	68	87	76	64
43	90	52	36	76	45	32
61	85	99	72	76	31	63
51	71	94	26	34	61	80
23	37	43	68	61	12	46
88	54	40	72	23	98	99
32	100	22	59	61	23	58
84	29	21	79	90	62	68
76	77	45	35	75	52	82
74	28	59	65	14	86	59
56	31	89	51	37	16	82
38	57	69	16	91	92	78
73	34	62	67	25	73	23
22	45	14	78	22	77	96
64	54	38	11	27	38	73
92	96	47	65	29	87	16
25	13	87	79	79	11	25
95	94	16	96	82	24	40
21	84	48	14	44	41	85
82	99	67	69	11	100	35
41	41	77	20	82	89	82
29	94	81	27	20	78	56
85	48	11	72	89	54	38
91	99	58	17	69	38	82
12	48	98	38	36	91	95
60	45	57	31	29	33	43
38	64	40	51	58	60	40
58	88	86	53	35	80	67
38	62	94	72	37	68	77
75	93	69	99	28	85	34
86	18	66	71	100	36	56
17	62	26	87	40	59	33
10	96	28	28	96	100	87
83	78	79	23	59	80	73
89	48	53	24	31	62	10
71	21	32	54	40	87	40
62	37	65	76	84	74	91
60	50	29	100	45	90	29
39	38	31	11	44	13	86
16	52	12	26	39	53	86
49	22	35	93	14	59	60
62	10	48	94	98	47	74
50	10	85	85	48	12	50
55	88	78	16	86	91	14
93	81	47	44	33	74	18
33	65	29	49	95	19	47
92	74	57	51	43	89	94
77	19	31	32	17	92	95
12	60	18	74	84	96	99
33	44	13	61	73	71	14
71	15	41	64	50	12	44
32	87	75	46	84	25	85
16	36	84	95	57	43	81
31	72	53	20	41	66	85
31	62	11	43	94	53	90
39	62	63	78	17	36	53
80	60	38	71	73	39	45
33	12	14	84	41	52	42
35	65	62	69	89	89	59
39	13	99	76	77	14	25
13	82	14	79	38	75	55
31	55	83	91	19	52	85
36	26	84	52	71	100	97
62	40	100	32	44	42	56
54	20	71	56	53	11	34
92	67	54	81	88	51	80
43	12	23	50	59	52	78
40	69	34	20	98	79	57
14	80	29	44	16	10	94
77	31	41	96	62	33	82
63	38	45	83	54	17	24
76	85	21	72	82	18	62
47	82	29	32	19	35	29
20	99	100	14	23	34	85
44	34	40	74	64	98	40
32	69	84	14	40	58	52
76	87	90	47	68	29	94
51	91	23	98	34	24	71
75	33	29	25	22	45	82
50	60	62	13	92	15	26
87	40	18	100	75	96	28
88	59	28	95	87	53	42
21	56	42	96	64	42	48
21	49	32	99	70	18	13
69	17	28	12	62	66	63
16	47	78	40	82	61	67
11	15	14	94	50	82	84
71	90	66	75	52	97	51
23	56	73	45	38	70	33
46	100	49	45	57	39	48
94	72	80	35	34	80	22
32	74	32	75	61	57	43
91	75	14	83	50	27	87
92	53	97	99	81	24	53
61	21	29	74	35	74	85
37	10	70	76	75	15	76
46	12	33	41	31	43	78
21	22	27	25	83	22	58
16	81	39	13	49	50	61
66	43	22	54	56	30	32
47	84	97	13	90	34	78
49	86	22	49	62	90	29
96	12	93	10	90	88	10
33	70	47	44	56	37	91
59	50	42	23	70	19	83
49	52	72	66	46	20	92
81	87	21	71	89	19	17
15	93	100	46	67	10	68
95	45	33	88	28	98	21
51	89	95	48	65	74	95
15	21	29	58	67	85	17
98	36	13	15	62	22	50
43	56	76	85	56	33	83
99	30	28	52	24	52	66
41	84	10	82	51	55	81
21	43	90	10	78	71	67
59	27	38	34	66	67	72
76	47	10	93	68	52	83
44	34	30	74	21	96	84
69	80	59	71	67	58	86
47	13	60	49	19	63	93
12	62	50	82	79	69	61
89	68	27	57	28	75	74
14	43	77	95	90	16	88
43	70	55	11	12	38	62
52	96	19	49	24	71	93
90	51	15	91	73	74	17
85	15	62	49	40	88	77
99	64	61	29	54	74	69
58	83	74	29	13	65	66
99	95	20	45	12	49	46
31	59	48	38	66	28	69
13	97	76	62	78	100	83
34	74	29	36	24	73	41
87	80	11	44	96	35	12
26	63	84	63	41	100	83
12	92	28	53	80	21	38
81	76	80	76	56	21	63
77	26	38	22	62	51	88
43	13	86	38	43	42	80
98	22	14	15	11	24	59
38	89	18	60	29	14	23
42	16	14	10	64	39	83
67	64	10	67	91	18	49
52	53	73	52	41	12	70
34	11	74	10	65	34	100
17	41	32	51	99	89	12
88	10	100	98	44	14	87
67	80	33	97	61	23	23
82	16	77	93	23	49	56
25	71	72	22	59	33	100
29	28	85	15	16	57	24
18	55	27	78	31	91	62
85	81	37	12	28	64	79
71	54	74	88	67	77	19
36	96	66	76	17	10	10
14	81	90	12	97	92	72
18	100	58	24	42	91	98
31	11	74	77	78	73	53
81	27	22	73	68	70	32
78	66	68	98	83	92	33
93	41	86	24	70	31	94
80	54	58	35	42	64	40
91	64	75	87	32	71	12
42	57	60	56	80	40	33
47	59	36	100	41	52	46
58	29	23	21	85	93	94
47	16	33	44	71	66	48
40	93	69	19	94	82	55
55	41	15	30	73	26	40
67	11	24	41	22	89	80
65	32	93	85	60	43	39
66	89	75	85	42	75	64
58	48	44	99	95	55	45
74	87	92	75	29	37	11
97	65	43	70	72	56	26
24	51	99	40	76	54	59
16	64	63	85	83	94	48
63	22	80	91	45	34	93
69	12	99	65	21	64	89
89	16	44	45	94	76	97
30	40	19	16	70	67	15
54	64	38	54	20	45	69
13	61	16	87	27	96	68
32	25	10	55	90	42	56
15	63	47	87	97	34	27
16	21	71	81	62	65	18
26	51	44	13	12	79	96
85	44	36	92	48	33	96
76	39	93	98	52	95	11
81	23	30	64	64	48	98
65	51	16	65	76	34	94
26	24	56	61	55	45	28
27	43	37	87	74	17	85
41	74	98	84	59	82	82
98	20	74	24	33	43	73
29	22	40	13	78	38	63
11	75	76	67	49	23	30
22	36	77	25	89	78	74
20	18	25	27	45	53	31
27	14	61	34	93	39	73
25	63	13	28	28	56	96
65	22	26	12	63	10	38
51	18	33	96	40	29	25
27	84	26	57	74	53	30
87	57	35	30	41	48	97
58	39	83	65	21	83	87
69	92	42	42	93	72	29
13	19	14	18	53	42	18
76	35	14	89	31	59	96
89	93	45	68	66	81	61
64	22	29	38	28	86	10
58	34	49	65	49	44	50
71	84	93	48	41	69	88
21	54	72	78	70	98	37
43	37	14	69	59	14	48
74	53	12	99	13	23	22
14	23	86	14	61	71	84
66	20	10	84	69	55	56
95	92	90	19	82	54	66
37	16	68	37	38	78	53
85	13	55	42	54	46	58
87	84	74	55	65	62	68
85	51	53	97	34	63	17
10	13	23	24	54	70	25
46	94	12	42	91	39	82
13	60	46	33	30	91	28
96	75	54	40	89	57	78
63	24	28	49	56	83	37
55	50	53	65	10	47	76
63	35	49	24	80	19	98
80	27	57	71	73	27	41
68	59	76	68	19	42	57
10	43	93	56	15	50	87
63	85	37	84	39	34	94
97	47	39	83	75	11	41
75	21	95	74	61	19	58
35	39	82	92	72	15	95
67	67	62	57	90	33	74
39	36	53	65	35	61	43
60	25	98	76	57	12	58
100	42	16	69	69	38	28
61	97	38	73	86	71	58
72	52	11	49	70	55	11
55	28	42	96	42	78	37
53	99	15	12	35	52	59
60	62	96	27	29	12	89
46	59	70	14	23	49	27
88	65	77	55	31	29	83
67	12	96	66	16	10	59
13	14	98	92	27	44	13
40	71	36	30	40	57	28
64	94	68	88	22	27	41
99	16	48	68	27	21	34
89	64	68	77	61	52	28
95	27	68	48	87	96	64
71	75	22	85	74	69	32
81	86	76	85	78	19	51
59	69	27	90	16	47	99
25	73	91	99	45	31	63
67	39	55	36	28	74	93
74	86	33	49	78	88	55
12	50	43	33	26	30	45
19	78	62	89	70	95	12
32	100	87	63	89	95	97
62	18	12	41	22	51	93
99	64	47	68	32	38	28
16	43	77	48	63	18	49
91	74	23	94	39	90	96
33	30	62	81	49	83	58
22	57	78	95	15	10	33
28	33	54	28	86	36	11
75	69	49	76	53	92	93
87	44	14	84	81	73	58
61	65	94	89	19	53	78
11	36	99	78	49	76	99
32	28	82	97	76	10	76
85	28	96	90	84	78	36
32	36	69	36	75	19	61
88	48	55	45	27	86	18
76	90	59	41	64	78	74
10	92	42	57	40	65	99
52	67	83	56	38	94	58
19	87	78	94	60	69	78
27	53	14	25	95	27	14
69	52	27	14	73	28	40
73	73	94	45	61	40	16
24	22	56	45	88	47	90
59	100	12	14	50	47	69
97	34	67	25	91	81	92
75	33	23	78	89	20	88
78	72	66	43	13	69	57
45	91	61	18	13	41	96
87	62	59	50	31	72	25
87	70	34	75	46	78	53
10	86	54	86	76	57	43
53	53	65	69	32	82	53
38	44	28	20	84	80	84
61	37	82	97	81	28	50
32	44	84	71	76	55	41
54	90	91	98	59	42	85
45	62	40	27	66	47	50
53	57	42	23	58	33	27
67	18	91	55	81	51	10
16	22	63	69	73	87	25
22	42	22	65	45	80	67
58	75	25	30	26	73	16
65	54	44	71	61	80	28
66	65	40	36	15	36	84
71	20	28	38	27	26	58
31	38	43	74	59	13	46
74	34	54	83	87	21	37
34	31	64	69	85	74	57
49	74	78	79	40	36	35
47	53	19	61	44	68	34
35	69	11	42	10	10	79
21	26	49	99	78	31	33
16	83	26	71	29	12	82
75	48	67	74	32	64	90
97	97	27	25	87	40	95
94	84	73	16	84	71	65
19	80	46	41	66	100	67
44	22	79	49	46	73	90
95	20	89	55	31	78	19
61	76	44	95	72	94	89
81	30	64	81	56	16	80
80	84	22	28	31	63	96
76	13	21	18	91	91	55
89	62	53	48	49	34	72
20	77	96	16	49	14	84
76	65	57	99	54	60	80
57	30	34	95	48	81	21
78	26	26	28	39	75	16
97	90	85	33	86	74	85
97	33	66	91	61	100	86
71	43	40	38	55	13	93
40	23	56	22	27	10	49
49	24	41	43	41	56	41
38	25	51	95	47	34	83
41	36	56	18	49	73	100
75	77	54	72	100	97	87
59	47	99	98	79	78	92
33	63	51	23	48	57	92
96	39	12	59	38	78	67
44	53	34	48	91	64	68
86	34	81	15	50	25	12
48	49	84	21	77	75	61
50	76	98	100	40	27	68
63	84	46	13	24	16	30
71	41	89	14	69	36	58
24	37	85	65	75	13	76
91	20	11	32	77	10	71
34	18	44	86	37	10	32
37	25	37	64	91	78	53
82	91	66	57	81	81	27
67	20	32	33	39	67	60
43	44	50	11	91	86	79
77	50	34	70	50	23	90
75	56	22	24	99	11	51
22	14	59	90	21	71	36
99	35	82	35	17	43	45
64	35	47	30	75	21	89
69	87	91	32	55	11	79
65	48	45	98	57	27	16
68	48	27	18	38	99	40
92	37	69	71	13	71	12
74	48	18	67	10	81	28
73	66	48	69	48	52	38
59	39	94	32	12	84	76
43	57	62	38	87	43	85
31	86	99	93	48	32	13
70	97	22	70	56	48	29
34	49	83	41	73	79	52
72	56	31	33	27	10	95
46	23	79	61	30	67	49
26	42	77	76	55	97	84
88	78	66	61	77	71	23
87	15	85	70	16	40	23
27	16	33	83	55	36	40
16	36	67	13	17	88	87
69	68	100	26	52	32	22
93	55	68	68	78	77	61
22	77	90	23	47	14	59
76	35	78	43	61	98	23
99	78	53	63	67	30	45
83	39	99	20	48	22	79
60	76	19	66	23	78	91
76	73	70	35	13	87	65
64	34	66	43	91	80	15
68	15	18	65	48	28	82
33	59	71	96	99	20	47
71	71	59	41	64	20	93
33	51	58	86	76	73	68
94	48	87	18	18	33	82
16	77	56	100	43	69	65
29	99	12	44	20	99	50
69	59	24	69	65	21	19
15	91	90	98	95	90	20
42	40	38	45	23	62	73
32	32	75	56	22	57	21
56	97	52	38	71	30	24
24	19	49	95	95	84	88
93	91	56	82	86	91	83
62	96	93	96	92	42	22
55	70	72	73	78	30	27
25	41	10	95	84	45	24
53	54	28	75	62	18	54
73	56	62	78	75	85	48
36	92	100	28	54	42	16
70	52	21	26	50	67	43
90	78	48	81	67	58	35
69	32	92	86	54	98	43
12	27	13	86	86	63	57
64	40	43	80	77	70	49
34	47	18	79	85	17	59
25	95	34	25	84	27	79
25	17	17	75	79	57	10
49	88	17	42	86	89	97
61	44	80	12	42	91	69
57	13	64	35	21	59	53
91	11	63	11	72	97	10
90	13	63	100	21	32	86
40	71	89	56	46	36	89
88	33	44	96	61	47	27
27	32	64	41	69	35	82
89	34	68	41	42	47	42
34	75	61	30	50	46	56
57	15	58	90	52	51	64
96	50	83	93	99	88	48
66	85	56	76	43	81	94
21	54	51	80	98	21	30
13	100	91	72	98	80	59
31	67	78	93	96	73	85
41	70	28	70	65	70	29
91	11	38	67	75	81	76
73	97	65	94	24	30	27
99	70	19	96	42	40	36
71	87	73	71	34	72	43
25	94	21	88	49	55	45
28	68	68	100	12	38	46
15	93	17	27	67	68	48
81	74	19	75	61	52	19
23	28	89	52	32	77	96
89	50	50	91	43	53	39
16	96	61	35	48	65	64
58	100	45	44	15	10	16
64	98	87	68	39	19	92
91	19	68	79	18	59	89
55	66	94	18	60	66	83
18	96	82	14	75	58	20
93	82	58	98	26	51	64
57	82	32	93	64	78	34
62	42	13	71	55	64	14
99	76	13	41	31	16	67
69	91	65	94	15	12	30
85	85	26	34	61	61	38
24	21	18	13	46	99	95
64	64	95	46	48	68	16
75	28	99	74	22	62	83
86	57	14	42	31	96	82
17	49	14	77	16	91	69
94	50	40	58	62	24	49
11	51	89	28	100	85	59
73	14	91	99	72	22	15
34	37	62	87	14	28	20
78	16	25	97	37	80	83
47	90	45	74	41	59	86
89	66	81	59	95	53	13
73	16	48	56	95	69	78
59	42	63	38	79	72	54
76	100	30	92	93	92	33
62	15	44	31	93	42	54
84	12	21	50	84	100	36
74	25	44	63	49	88	17
96	59	72	59	32	20	49
78	50	68	89	48	64	49
52	14	63	20	79	71	28
94	18	84	98	45	69	16
62	22	31	79	99	66	75
78	27	62	66	39	10	50
19	55	60	48	70	47	13
10	55	98	24	15	57	21
24	97	75	11	34	55	56
57	90	21	69	57	89	43
83	14	46	29	70	45	52
14	74	71	98	18	22	80
45	53	92	64	37	35	96
80	49	53	82	53	58	84
16	15	32	77	11	31	32
59	76	16	62	46	49	18
18	23	69	50	30	24	86
84	59	65	20	91	80	45
27	42	18	46	56	21	20
26	64	91	81	59	56	74
69	62	96	61	79	100	19
93	21	33	29	23	17	92
45	27	32	92	62	81	90
43	39	68	22	46	33	71
83	85	69	93	97	45	34
88	97	50	53	86	35	84
30	100	77	12	10	83	57
90	53	100	77	69	89	75
72	16	26	66	25	60	45
86	48	99	18	70	80	23
95	29	87	20	28	29	72
90	75	39	73	93	73	49
78	19	56	49	15	88	92
65	83	38	86	60	51	50
29	64	84	69	13	87	27
62	34	46	63	50	53	25
10	83	94	31	93	73	91
93	22	97	15	18	20	95
80	46	35	42	89	65	65
60	30	54	49	56	100	61
71	34	65	37	20	49	63
78	81	43	55	56	75	52
13	18	53	77	18	87	70
76	23	64	62	61	20	71
35	72	98	61	70	64	27
49	36	45	18	42	89	14
46	80	45	97	28	76	28
13	96	27	21	49	70	13
59	65	80	38	82	85	67
39	76	62	100	32	69	19
27	55	89	42	84	38	77
49	99	77	77	98	26	87
77	53	85	55	60	97	98
84	43	66	37	35	22	51
69	82	31	89	31	92	38
67	55	95	39	10	37	24
98	29	42	36	32	10	69
30	92	81	98	51	37	20
56	51	82	44	45	35	75
13	76	99	40	81	57	40
49	82	55	15	37	37	62
42	67	35	99	99	67	94
70	43	18	42	61	19	25
43	18	38	72	84	12	12
70	40	29	40	94	62	66
29	69	30	39	80	43	64
32	72	65	91	85	96	87
62	33	71	30	84	24	75
69	16	84	54	30	55	74
29	41	41	19	47	88	31
31	86	75	38	18	90	82
70	52	72	84	61	27	41
21	50	24	98	98	16	13
83	62	25	99	65	45	50
55	44	70	31	89	71	72
35	75	93	73	71	58	66
10	66	99	47	22	86	40
21	69	66	65	20	27	39
90	63	29	57	45	44	50
68	30	97	43	99	45	49
87	64	84	56	55	77	53
12	51	31	93	52	57	21
96	65	80	26	19	35	80
100	80	66	97	29	37	98
49	43	95	11	61	36	28
32	62	27	80	93	76	23
77	70	45	47	43	65	39
33	25	42	27	27	80	67
16	87	68	68	79	32	55
64	51	15	58	99	15	23
61	97	46	83	60	24	91
26	12	73	65	63	97	27
50	50	45	88	98	99	26
61	25	83	93	17	56	60
32	99	70	17	99	16	68
70	98	43	32	97	29	25
72	97	90	13	16	90	29
64	58	45	85	95	51	60
93	83	83	38	47	63	41
18	68	11	91	35	29	69
14	46	82	91	68	25	24
13	41	18	31	20	16	82
74	29	89	79	46	58	43
73	87	72	39	75	54	82
88	73	18	89	23	20	59
43	31	34	28	65	52	26
23	56	27	100	57	38	71
41	36	16	36	51	59	40
26	95	23	49	15	20	92
90	46	39	62	19	85	34
88	13	42	61	61	80	23
18	86	54	22	97	42	48
38	83	87	39	95	81	58
13	81	23	62	14	22	66
53	88	13	50	71	12	25
30	20	67	62	36	66	41
43	57	95	20	62	33	82
86	14	64	89	65	31	13
11	90	63	74	47	52	44
69	93	97	94	62	48	20
77	35	74	24	42	54	83
28	48	31	66	93	62	94
38	33	51	100	94	97	25
61	86	53	20	52	92	36
23	76	89	41	66	10	15
23	81	77	48	99	14	73
18	71	73	92	74	67	90
66	62	47	72	25	63	81
18	31	13	63	28	10	28
51	30	16	28	39	77	21
42	42	20	57	49	74	30
59	78	12	100	39	89	36
43	49	60	26	83	89	78
40	85	26	78	73	52	90
74	28	73	65	38	86	37
25	78	67	49	68	14	59
23	85	21	53	84	58	42
84	40	95	22	81	47	93
87	46	12	43	16	40	56
43	23	61	62	52	25	23
10	27	35	51	52	63	17
29	71	39	93	68	54	82
98	49	35	21	41	70	91
85	39	83	97	38	94	72
50	20	74	59	62	52	36
31	34	79	89	44	18	54
26	70	37	92	26	15	41
45	80	47	48	49	48	95
50	70	51	60	39	48	30
71	29	86	54	58	36	78
77	71	95	90	71	38	76
90	29	61	68	33	79	59
88	97	52	82	40	62	21
73	95	96	98	40	27	90
32	34	64	15	13	78	92
45	90	52	47	48	77	80
14	18	46	96	23	38	23
17	50	53	78	60	84	70
50	45	85	48	69	29	27
54	70	14	72	34	91	95
52	31	44	32	71	53	12
47	68	100	10	28	51	35
22	23	18	16	93	74	12
20	77	88	17	95	37	73
93	43	16	43	20	56	23
16	54	99	41	90	22	92
50	38	28	18	38	10	70
97	15	96	51	90	17	39
31	39	69	89	73	47	12
84	52	11	38	36	45	58
43	30	19	81	37	31	47
86	60	27	63	42	28	64
68	51	50	36	75	74	50
38	24	78	87	47	10	58
44	29	72	36	13	75	49
81	91	58	98	13	14	46
58	22	44	65	97	14	70
68	51	80	67	37	44	89
61	40	72	17	30	94	69
47	47	40	58	93	80	82
54	44	31	25	61	26	82
19	50	34	27	69	26	93
92	47	55	42	78	91	68
96	34	32	17	29	77	87
51	21	80	69	14	42	74
92	42	45	75	79	82	35
54	23	53	35	27	48	24
57	78	32	77	93	47	96
18	56	58	26	27	60	54
73	15	43	15	29	47	100
61	47	60	100	88	68	42
46	94	43	13	98	56	46
50	30	75	23	87	84	11
79	24	43	17	10	27	18
65	50	72	58	21	78	89
71	33	49	12	11	38	56
52	31	91	40	42	72	25
39	84	16	88	84	79	11
86	55	49	42	25	26	40
31	21	33	28	50	67	49
32	76	55	81	50	62	63
19	45	86	92	98	34	67
29	72	15	80	71	53	69
48	78	74	39	48	94	20
72	63	89	61	74	11	88
59	65	52	80	74	86	76
93	70	51	14	47	51	87
85	82	77	48	15	45	25
98	52	98	71	23	88	57
73	89	84	41	82	14	49
11	45	74	90	50	46	80
20	16	14	22	10	60	83
22	22	96	72	48	48	58
71	85	84	84	94	95	31
93	97	42	60	26	13	98
60	80	54	12	90	18	29
28	92	80	42	24	15	93
31	16	56	50	46	11	29
32	25	57	41	91	28	40
46	97	70	71	94	95	62
69	75	48	16	59	78	82
98	32	92	57	38	19	85
54	94	38	15	59	74	76
81	24	46	93	87	74	90
65	59	98	77	84	92	13
75	56	31	58	85	98	19
